x,y,z,theta0,theta1,theta2,theta0_pred,theta1_pred,theta2_pred,api_time,time_pred
0.0433453529628883,0.0830849265503616,-0.0111651162092991,1.0899403083882957,0.5770272220879211,3.013364382014699,1.1099739074707031,0.46082159876823425,2.9880118370056152,0.902205228805542,0.08672976493835449
-0.0879695675559735,0.035614930764425,0.031510821802362,2.756907838864512,3.141592653589793,2.821021974652059,2.7030646800994873,3.2616891860961914,2.78436279296875,0.7591769695281982,0.0785970687866211
0.0298851464002146,-0.0143919279856905,-0.1289679627895187,2.692793703076965,1.9875382094139509,0.7693696294505615,2.7021870613098145,1.993350863456726,0.770936906337738,0.7726366519927979,0.08553743362426758
0.0712198902522167,0.0401102949278679,0.0261798811485928,0.5129130863003744,2.692793703076965,2.821021974652059,0.5448071956634521,2.693308115005493,2.792764186859131,0.7537951469421387,0.07982325553894043
0.0117968718937607,-0.0169117029667185,-0.0316302092524596,2.179880616776591,1.9875382094139509,1.7951958020513104,2.2642908096313477,2.028993606567383,1.7775299549102783,0.7709500789642334,0.08014130592346191
0.0740156050865624,0.0245748740242384,0.0457069766606416,0.3205706789377339,2.9492502462271526,2.6286795672894185,0.34492504596710205,2.965578079223633,2.5942888259887695,0.8026614189147949,0.07834124565124512
0.056859691488415,0.1089893833610251,-0.1418282785088171,1.0899403083882957,0.6411413578754679,1.538739258901123,1.1099655628204346,0.6828125715255737,1.5239092111587524,0.810314416885376,0.08156752586364746
-0.1006273312771798,0.0751001291340988,-0.1982560896363648,2.500451295714325,1.4105109873260295,0.0641141357875468,2.495595693588257,1.3397592306137085,0.2433822751045227,0.7818002700805664,0.07698559761047363
-0.0097793771453688,0.1013734742905467,-0.0191158628701372,1.6669675304762166,0.0,2.9492502462271526,1.6600737571716309,0.07403206825256348,2.9227874279022217,0.8317649364471436,0.10220623016357422
-0.0058360538652291,0.0032868043031276,-0.1433369955318246,2.6286795672894185,1.6028533946886698,1.0899403083882957,2.663421392440796,1.5908164978027344,1.1049935817718506,0.772376537322998,0.0862579345703125
0.0486364859214902,0.0316588439658532,-0.0948049416281462,0.5770272220879211,0.961712036813202,2.0516523452014974,0.5789763927459717,0.9602053165435791,2.031456232070923,0.7774214744567871,0.09986567497253418
0.0281808357717013,-0.0464872361965982,-0.1230995549079253,2.1157664809890444,2.3081088883516845,0.3205706789377339,2.1499860286712646,2.2930335998535156,0.393608033657074,0.7737166881561279,0.08405399322509766
